,MSIScore,Ploidy,LoHFraction,WGD,CIN,Aneuploidy
PR-NO2bZx,3.87,3.2575507492732,0.0991016881940248,1.0,0.480121573183237,20.0
PR-mXKNsQ,2.97,3.26761048256325,0.178949269242807,1.0,0.411870026621754,15.0
PR-04VvBz,5.31,1.99889510083629,0.0134709560006091,0.0,0.0135110154389889,0.0
PR-aSfLU6,4.1,,,,,
PR-hhpPii,68.55,2.0543138506232803,0.038182140883743,0.0,0.176599761333238,6.0
PR-FzRGD4,1.14,3.5877374445435204,0.126509009226772,1.0,0.59450012244773,24.0
PR-88E7Xf,0.82,3.316959336439,0.281780526190926,1.0,0.670037171485828,20.0
PR-n4PHas,1.46,3.42399272082095,0.134936505471477,1.0,0.667344698063718,24.0
PR-ZQMIEy,91.33,3.58841526867961,0.0809736296362968,1.0,0.598840237721209,23.0
PR-vN6yOP,0.73,3.57793710973121,0.190617025440357,1.0,0.686021953752572,22.0
PR-LV9jQc,1.55,2.23287166571785,0.0670498994084114,0.0,0.225026611167438,5.0
PR-7yEowu,3.27,,,,,
PR-5n4TMD,4.25,2.25203015157385,0.745426988675633,1.0,0.32146082315317,9.0
PR-XROOQD,2.74,2.84937799186682,0.234235135933417,1.0,0.495292603482004,22.0
PR-kHWr8R,0.77,3.44005606758486,0.253518420595117,1.0,0.657596257409605,27.0
PR-0c2Lny,1.63,2.63356109011008,0.580962739788032,1.0,0.473692044415246,28.0
PR-fK9BDe,3.72,3.99242655426536,0.20674712098374,1.0,0.72663975446406,25.0
PR-If3Zof,0.56,3.3349153988781204,0.150988665468608,1.0,0.599680709608528,21.0
PR-v47xoc,3.68,3.52861945693378,0.337725950107085,1.0,0.693717572959337,32.0
PR-rbB3Be,3.98,,,,,
PR-KAyk1e,0.62,,,,,
PR-L2ABsw,4.02,3.68817023228081,0.0898724651564628,1.0,0.551106837963147,30.0
PR-fl0sBB,4.77,2.7309015933628498,0.261284091960841,1.0,0.548077185157355,18.0
PR-MD14e2,0.88,2.7274744746521,0.237859806305468,1.0,0.530968386737678,17.0
PR-GkWc1O,3.06,1.92651879345907,0.112771161801603,0.0,0.182955056985066,8.0
PR-MX9ndc,75.95,,,,,
PR-6SyWYo,3.0,2.80115746054932,0.363068982365896,1.0,0.683076307987219,28.0
PR-K4GgIa,1.18,3.63478433659724,0.486211357335356,1.0,0.704918989897693,30.0
PR-Qyn1xS,3.25,,,,,
PR-kdiC2F,4.57,3.54037714308749,0.245517454673646,1.0,0.603560134565521,25.0
PR-qqdGbf,70.15,3.7492809602184702,0.0177740281866502,1.0,0.33533906106943,11.0
PR-jSRrFC,1.07,2.06275807798821,0.114349084307869,0.0,0.262446333230316,8.0
PR-8xr84R,89.04,1.99139383593854,0.0194851548964664,0.0,0.0194863550820139,0.0
PR-za3nFW,1.59,3.04674558897331,0.312305044401421,1.0,0.661134286623066,21.0
PR-8u9sgK,3.69,3.35970867911081,0.0201751182642292,1.0,0.34148163544108,15.0
PR-RPURmp,5.87,2.00075766875518,0.0020388108924486,0.0,0.004843533555166,0.0
PR-E6Fs6d,3.63,3.06365819869914,0.289622208755291,1.0,0.58308458585586,15.0
PR-mKGNrd,1.24,4.136490048946221,0.392261750194812,1.0,0.492347121123406,18.0
PR-KPFNpX,1.08,2.11909489768673,0.0117931821025137,0.0,0.0999750082480513,2.0
PR-hXuoiL,1.64,2.04519829626167,0.0020542444660386,0.0,0.0313913118534703,0.0
PR-1fyy3l,1.55,2.04935389185316,0.0517457622398566,0.0,0.0807301030388464,0.0
PR-gEOXZ9,1.57,1.68044228414911,0.564619610139611,0.0,0.576195975791302,18.0
PR-5F2d61,2.75,3.0539537372533303,0.524402721844733,1.0,0.695444644588242,26.0
PR-gtCMcX,1.7,2.97073239925704,0.338679280450894,1.0,0.700625727875993,23.0
PR-W1tE7B,0.62,3.19468846469671,0.298434139584759,1.0,0.542657469840283,17.0
PR-SoW4cJ,1.95,3.42836420725657,0.248905697866685,1.0,0.658721223058802,23.0
PR-kmqlJn,1.33,4.68722281633591,0.143088079617673,1.0,0.741172817261291,32.0
PR-H4aeGM,3.75,3.03644468765106,0.439550576659312,1.0,0.67619920406804,28.0
PR-mFjyo0,0.88,2.14989008817633,0.0162165742922451,0.0,0.154183925857883,4.0
PR-9r2GYr,1.2,2.75530418639095,0.531383877524246,1.0,0.69032005915959,21.0
PR-31jRAf,1.32,1.99999588791412,0.0048982968244626,0.0,0.0048983179911473,0.0
PR-ObcI54,3.37,4.86563919076792,0.361948589702374,1.0,0.521266419185634,37.0
PR-xPGi93,0.87,3.73083675538625,0.336234457326082,1.0,0.793082961594955,25.0
PR-1TpRzd,5.11,,,,,
PR-wEiQi3,3.02,2.9445344866732,0.284110205056704,1.0,0.650475632090451,24.0
PR-QCxK5E,0.85,2.63548649008529,0.439528799650993,1.0,0.642856513675258,28.0
PR-uFu7TD,2.19,3.9325955771921097,0.328374340283707,1.0,0.783429837820033,29.0
PR-r3HxM0,0.83,2.04153140383442,0.0186413994273218,0.0,0.0411102048797718,0.0
PR-69D7JH,0.68,2.48034800915247,0.377889858025647,1.0,0.69477546597828,14.0
PR-gWKHTe,0.62,2.03970515635022,0.0891681582065692,0.0,0.139562790042291,3.0
PR-QHfi2e,0.82,2.26758088406127,0.0591719506980202,0.0,0.309369616574277,10.0
PR-OIULtg,1.79,3.02689748684016,0.145693655207902,1.0,0.421219645564669,18.0
PR-m5oW3U,0.59,3.10048624490915,0.385253113376915,1.0,0.724391617721635,24.0
PR-K5EUMa,2.42,,,,,
PR-QOqqMr,0.63,3.38880489563014,0.337924917796952,1.0,0.798308482499406,23.0
PR-39ipKV,1.23,3.88994414672371,0.0909263023062963,1.0,0.44917521449034,15.0
PR-EImm1L,1.84,2.05400485645024,0.0618335223899055,0.0,0.135506068580208,3.0
PR-LKnZT2,4.35,2.9950518110114404,0.182247341612686,1.0,0.62691199846342,26.0
PR-cL2BVU,1.88,1.99986575839055,2.69538406555736e-05,0.0,2.69572214280592e-05,0.0
PR-xMfdhk,1.19,4.524221382338481,0.342859082614021,1.0,0.687196940836667,33.0
PR-pO1idB,0.9,3.29667491014192,0.129537143841809,1.0,0.45348781573114,17.0
PR-6gEpz9,1.97,,,,,
PR-41uIUA,2.46,2.26219009898483,0.0007100071771621,0.0,0.178206768630555,8.0
PR-CQGieI,2.86,2.46488172755018,0.589172631312757,1.0,0.61416764486535,15.0
PR-pKoGYe,3.23,1.80447277100315,0.472218123722605,0.0,0.588808073651989,15.0
PR-3m6kCG,1.42,4.77240203746433,0.494445586182228,1.0,0.749812582375294,34.0
PR-tFHPwI,0.48,3.81585680872516,0.514411205282999,1.0,0.777246231293331,29.0
PR-IMFqr8,0.67,3.1832051791761,0.333290033650877,1.0,0.738356927082257,23.0
PR-qwNCQ4,1.41,2.2487733134904,0.0021980326612989,0.0,0.196188547119654,6.0
PR-2LRi7T,3.36,,,,,
PR-T65sdf,2.11,2.0314052763989,0.0841749270940862,0.0,0.213345115992029,7.0
PR-I6zJEc,0.92,4.32915971985467,0.620291013801559,1.0,0.598590006984451,37.0
PR-DGbP1m,3.03,2.80889326376534,0.347968014566613,1.0,0.486037148652971,20.0
PR-OXY6i8,2.38,2.43863100911185,0.0952950009546237,0.0,0.449353409190043,13.0
PR-1P0pL3,1.31,2.14862867721626,0.0052589743481734,0.0,0.138222758337083,6.0
PR-zhXA7g,4.38,2.08292330775462,0.0626574782007418,0.0,0.204461959433899,6.0
PR-zGVgVP,3.4,2.0834294593878897,0.0001315522974833,0.0,0.0840127549165988,3.0
PR-AT83ry,1.32,3.47784773522266,0.230221762799817,1.0,0.640320236906015,27.0
PR-gOyGAM,1.42,3.77546736815485,0.0986644972134773,1.0,0.379495096761614,14.0
PR-lVYdDL,2.24,,,,,
PR-Gyy0vs,0.61,2.9236714637804,0.254703428869591,1.0,0.553270585914401,13.0
PR-EgVxjj,5.56,,,,,
PR-QpjwkQ,4.02,,,,,
PR-Kh1iW2,7.28,4.20165889072559,0.0086134348487204,1.0,0.181533435342142,7.0
PR-HmmpcB,1.69,1.99987183251801,4.0527491184581e-05,0.0,4.05300968961368e-05,0.0
PR-rcGiQh,3.2,3.25309671065014,0.133049343683763,1.0,0.475072839208695,18.0
PR-axXePt,1.04,2.327843479503,0.0609958235300072,0.0,0.300546730284648,11.0
PR-4WLHmA,1.43,2.0574964198723102,0.337334223894079,0.0,0.420114263906887,11.0
PR-XqU6xJ,0.89,3.86659145673791,0.125685153025664,1.0,0.417272588264144,17.0
PR-QK7vCY,3.32,2.9040931292135297,0.306863582091079,1.0,0.664889249512881,26.0
PR-QQ2Hv2,3.25,3.20304112539137,0.152828917077975,1.0,0.432319270092571,18.0
PR-XJ7PmH,3.09,,,,,
PR-8D5wB9,1.18,3.15773602244686,0.30698585659812,1.0,0.646948462237822,22.0
PR-kNQIku,1.17,4.444785244248751,0.576640851346694,1.0,0.685977885892143,29.0
PR-U2fdjq,83.72,2.03656925531946,0.0030838461928574,0.0,0.0251386037558541,0.0
PR-ZUMcMj,0.95,3.90847455823689,0.0745188511924607,1.0,0.33929654652159,10.0
PR-ZqouQc,3.66,2.14779868006962,0.351870310449429,0.0,0.600105591138585,13.0
PR-61BIlx,0.93,3.13498442019921,0.310108328898451,1.0,0.731948557952441,24.0
PR-onxKlt,2.28,2.8029502882406003,0.42714184385081,1.0,0.741324130089122,28.0
PR-dMhgcd,3.66,3.74207066969806,0.202068581243179,1.0,0.352711122389563,8.0
PR-Bu7W7o,6.41,2.18477166463798,0.24308632216199,0.0,0.377453483029185,3.0
PR-WgZfuJ,1.4,2.10435030370523,0.340060587887623,0.0,0.457625080477296,8.0
PR-ObqFdr,1.2,2.7722405449299403,0.494888246636773,1.0,0.688569980143287,27.0
PR-2VgKnC,3.73,2.88690493817627,0.157666730274949,1.0,0.596276456797267,17.0
PR-mttOd9,0.36,4.706259523370139,0.32203243392898,1.0,0.804759358118033,28.0
PR-gNQqcU,1.29,2.07110036819723,0.0541029891233926,0.0,0.113410033344879,1.0
PR-BkYxbN,2.42,2.17415457941981,0.0370910060033778,0.0,0.228647834458298,6.0
PR-cZPORM,0.58,2.0449093614487,0.137629009166617,0.0,0.195040579772322,1.0
PR-EHFFMF,0.78,2.42013819321652,0.269564248091335,0.0,0.632646402279692,16.0
PR-nhtu1r,1.48,3.4178712068385297,0.0615002303667314,1.0,0.402336566226588,13.0
PR-xnmF4E,1.22,3.22479815358931,0.319943035527488,1.0,0.689296094613782,26.0
PR-UOSXFI,1.18,3.4667670252773304,0.246197680628873,1.0,0.693911226510184,27.0
PR-F8qToO,1.08,4.513954810034691,0.429781811946539,1.0,0.654090043007052,34.0
PR-TUwXM3,4.11,2.862842953678649,0.316129755660385,1.0,0.678927589490152,20.0
PR-CqsOR2,1.21,2.79879668720302,0.299386436053795,1.0,0.636412626700718,23.0
PR-T3ZngO,3.95,2.05170682477572,0.0741501880624802,0.0,0.18408622362823,5.0
PR-GnWjak,0.53,2.23037134246104,0.488947622163291,1.0,0.690190898272414,14.0
PR-2vKf8J,1.18,2.42902981809927,0.243258590738648,0.0,0.581616059904119,12.0
PR-sieTS5,0.91,,,,,
PR-C8mUzj,4.69,3.26459125517695,0.273887019738904,1.0,0.634450721348948,25.0
PR-LWqJ8q,3.64,2.18538351142995,0.104846547396094,0.0,0.321560047345876,10.0
PR-vf1ybd,2.63,3.34964575094921,0.135839545225403,1.0,0.525809302260026,25.0
PR-4ojy7t,0.8,2.61588719637884,0.329434315422123,1.0,0.715692101580776,25.0
PR-i6J3tN,0.97,2.14353492137724,0.162129765446059,0.0,0.308987369481696,9.0
PR-rwJHmk,1.56,3.0912955216093905,0.268250667530137,1.0,0.507852631764808,17.0
PR-iAFHQp,2.55,3.2715082924333503,0.0741464190385594,1.0,0.579328644943601,19.0
PR-bugbt6,1.03,3.0238685334826805,0.242754908994112,1.0,0.504844510954732,19.0
PR-tGnS2w,1.97,2.01716861378033,0.215960342146204,0.0,0.295470484620748,9.0
PR-cI75AX,0.75,4.01815946264263,0.274881295449245,1.0,0.762241596469881,21.0
PR-1sOqpV,0.55,3.3488209804252795,0.105542170743445,1.0,0.493786802585373,21.0
PR-HD4xg6,4.2,3.2189092273462303,0.288170281658398,1.0,0.628336149645219,17.0
PR-KnZ4MA,4.41,2.27495118869463,0.476235736863913,1.0,0.627430843352386,14.0
PR-Ozn9wx,1.53,2.0716159628445,0.0064968391020008,0.0,0.0643139236837751,1.0
PR-vSKNEp,0.94,2.7957765886954,0.439561745193986,1.0,0.666079488602538,23.0
PR-27yVZ5,1.16,,,,,
PR-XiLnRf,1.06,2.07540344482423,0.101163065409676,0.0,0.182119977888792,5.0
PR-GxTIq9,2.31,3.9650591780919098,0.185835709255982,1.0,0.601866478432695,22.0
PR-4lF8e0,4.03,,,,,
PR-ZgBiSD,0.71,3.08938082638039,0.27284404184671,1.0,0.542873400958183,22.0
PR-5IWcSG,2.1,2.31047410931374,0.242014780738092,0.0,0.557772609182671,13.0
PR-jLWDOq,1.49,3.10452961532149,0.180461414562126,1.0,0.520023633119021,14.0
PR-uMEAcV,3.77,3.1926943091683704,0.27934332072385,1.0,0.657376721605035,24.0
PR-oSW7v5,4.77,,,,,
PR-QIV3db,2.99,3.0688727630871298,0.177272099737058,1.0,0.487252374656924,21.0
PR-WbTN8k,0.45,3.41355127868978,0.308124010068605,1.0,0.599012466818972,29.0
PR-9pMfCT,1.41,,,,,
PR-NSdezC,1.28,3.86292982401336,0.170064514497724,1.0,0.550215719456652,12.0
PR-QHzHqA,2.15,3.65064548376792,0.286554409895568,1.0,0.578778494214954,18.0
PR-7mxijk,4.31,2.01581157292309,0.0029285317595109,0.0,0.0069814028899273,0.0
PR-E5M02g,2.02,3.06620686980756,0.310804604445761,1.0,0.7269696592144,23.0
PR-70d3re,3.68,2.59761631533906,0.438994944630451,1.0,0.59372093441667,20.0
PR-S7cmQD,1.29,2.38713593215927,0.283359088849006,0.0,0.564678230406077,18.0
PR-7AvMJR,3.34,4.83719733308993,0.418143822476905,1.0,0.703469229362983,33.0
PR-nBvsae,1.96,3.01684560583305,0.316103917767417,1.0,0.73017976201872,22.0
PR-EnZ3C5,3.73,2.9195697279115804,0.293528539186465,1.0,0.545356878613518,21.0
PR-uoyRhw,2.18,2.82964545587856,0.210829013379068,1.0,0.572349322195417,20.0
PR-ZHyyHk,0.53,,,,,
PR-2LIEYd,1.19,3.35593603708889,0.434433731843707,1.0,0.746771033571799,22.0
PR-ajQnpq,41.91,2.03454054736053,0.0007004339857349,0.0,0.0175733406745626,0.0
PR-g3kS9D,33.74,2.09115554711048,0.212286435484478,0.0,0.374772846685815,9.0
PR-VzGMkU,2.05,3.24872032234536,0.309111422021061,1.0,0.688770873169252,24.0
PR-i77vP2,2.31,3.1469897058539504,0.388750645410173,1.0,0.703467869254476,26.0
PR-poHcHD,1.61,2.0845104001228703,0.257869024635987,0.0,0.436128414364539,10.0
PR-CwO7jK,0.79,3.3224659273590804,0.625234194772095,1.0,0.718036044084942,27.0
PR-u4kN2i,0.76,2.3675483846733703,0.46486833257409,1.0,0.681363713771333,14.0
PR-ujFcgb,0.62,1.84208632398359,0.34581312488096,0.0,0.435924113262343,11.0
PR-7LaE1z,2.61,2.78372510481612,0.57886914781943,1.0,0.4881446906591,33.0
PR-Mwdycl,3.56,2.04245931353342,0.0984427893508565,0.0,0.250648086178059,10.0
PR-3cet5z,3.56,3.7164026266066,0.195232504208058,1.0,0.631932958271811,23.0
PR-GZUMxm,29.69,2.16210435903909,0.107779454394486,0.0,0.228519526822472,7.0
PR-YhYTrF,0.98,4.3498396187939,0.409452990651441,1.0,0.643563476953694,16.0
PR-MLVo5c,2.19,3.13234296084724,0.186219176405461,1.0,0.569430619837172,17.0
PR-i1FTOz,4.46,,,,,
PR-Oqe9zV,1.31,2.06048311118096,0.0085236861994238,0.0,0.0499628637385954,1.0
PR-QHtzJK,0.73,3.17294983719145,0.26874838751205,1.0,0.595418152422288,21.0
PR-WiM2X2,1.25,3.6351320550119306,0.143981837861673,1.0,0.643583133158356,22.0
PR-yBAw2p,4.73,2.6561659805316,0.252613452297867,1.0,0.562196058833213,25.0
PR-Fu8yvK,3.35,,,,,
PR-2Rohed,39.7,2.09296078209089,0.0289206783882519,0.0,0.112756960508743,2.0
PR-xmGg0Q,0.71,3.809449958831951,0.170253425929223,1.0,0.568440086091655,19.0
PR-ZMmdCl,0.8,2.85724136134444,0.211735750804981,1.0,0.469985725472998,16.0
PR-aOg6Eh,4.39,1.9532001768401297,0.0518328079771846,0.0,0.0557409789817741,3.0
PR-e7tfAw,82.37,2.00367571512983,0.0004208756052506,0.0,0.0023702842637635,0.0
PR-kFAA0q,0.86,2.05565908669432,0.0032088839561133,0.0,0.0345590587221508,0.0
PR-LNN01m,0.75,4.387704400115839,0.220957216647171,1.0,0.758058467158887,27.0
PR-IGIhr2,1.66,3.43870907747054,0.157846738472201,1.0,0.596569662159739,25.0
PR-cHFaMo,0.7,,,,,
PR-XwvS9a,1.52,3.20447882999524,0.251278372078442,1.0,0.575058266721298,17.0
PR-ty9Iv8,2.3,1.94098751091494,0.0939511878305883,0.0,0.224735931921082,12.0
PR-RD6k1g,1.16,4.19479915216872,0.236544425477972,1.0,0.363067468467936,6.0
PR-GqKsFq,4.99,,,,,
PR-AiAKPa,0.65,2.53922118050422,0.232477766639098,1.0,0.63847245613322,28.0
PR-60G1Cd,34.31,2.45124597674884,0.656025094358487,1.0,0.582884504892648,17.0
PR-YhyskV,0.83,4.07835520592265,0.0752645153043335,1.0,0.735530009707751,21.0
PR-c9OVYZ,1.85,,,,,
PR-97H3Ob,0.75,2.19989417585016,0.0875554518085175,0.0,0.209756824310736,4.0
PR-wUsoa9,1.0,2.8331261370715697,0.212501524608313,1.0,0.53435318700481,21.0
PR-rwMETY,4.39,,,,,
PR-2kNraO,0.53,2.62657607214319,0.430371576589382,1.0,0.68156134877851,21.0
PR-c4vJHK,0.87,3.02555996174314,0.145431030818541,1.0,0.504930778896473,20.0
PR-C99sfc,1.22,2.04411093589486,0.0024409478022304,0.0,0.03025822332246,0.0
PR-MLO8v2,0.82,2.53446894369604,0.311685590875459,1.0,0.707630419454046,29.0
PR-rwtCag,0.78,2.8405723426934,0.228742444562557,1.0,0.638260254630714,21.0
PR-8Br5s3,1.35,2.04070950376848,0.0838327865587383,0.0,0.140603981655825,4.0
PR-WlmmpR,89.79,1.9807161595559,0.0449647122449976,0.0,0.0709254932792383,2.0
PR-k2Nrz8,4.38,,,,,
PR-sXRdtF,0.98,3.27527104014381,0.166923793134025,1.0,0.417741211100474,14.0
PR-SKoeyK,3.41,4.0367198911461495,0.234631236252709,1.0,0.806765619934134,26.0
PR-8kT9dj,0.98,3.94001553308337,0.435628619539069,1.0,0.829635643079261,20.0
PR-l8k3YP,3.74,,,,,
PR-BDblKP,0.74,2.27565350128823,0.13302964840244,0.0,0.431490903406459,11.0
PR-XTCfjw,1.94,2.60471809643102,0.331137342400285,1.0,0.696379043837449,32.0
PR-HZg4qI,1.09,2.7385631001739,0.454609116795829,1.0,0.703648621663041,29.0
PR-i3IpRu,2.2,3.98442639759555,0.123988682529077,1.0,0.511528915808146,19.0
PR-bVxUlh,4.59,,,,,
PR-1B5abd,1.97,3.04617121883828,0.159468943291426,1.0,0.39737002429641,16.0
PR-xpWLRd,0.73,3.5149986109270204,0.348965099282444,1.0,0.452528874451541,15.0
PR-VWdCKv,1.5,3.13715511335684,0.352979092219495,1.0,0.680831269259125,22.0
PR-77Wvzz,1.36,3.1221625465171097,0.227518915799788,1.0,0.42027743636329,15.0
PR-vWVWC4,5.4,4.03125857371289,0.0358367629977694,1.0,0.50397991350054,19.0
PR-zcctwC,1.73,2.98856210487058,0.373022279726203,1.0,0.640699658079215,20.0
PR-TvKzhh,1.28,1.99983052938372,0.0003040177785099,0.0,0.0003040330735531,0.0
PR-8pIIv9,1.56,2.00658140084202,0.0612309667112422,0.0,0.0831343486371512,2.0
PR-73LP4X,3.88,3.480960941807,0.0888479886850256,1.0,0.718263873212353,19.0
PR-6yM2mu,2.77,3.0320938805068702,0.271363818740735,1.0,0.612486369569616,26.0
PR-RJ1wxA,0.32,2.06809736146141,0.0054863099568397,0.0,0.0557276544843075,3.0
PR-F0eREf,4.88,,,,,
PR-S35cHM,0.94,4.89147802827358,0.127111676459445,1.0,0.803260090710593,29.0
PR-XMhMtv,1.76,2.3343785388398,0.0675454598394258,0.0,0.291380239042601,7.0
PR-KR7GjG,2.65,3.16454278835295,0.343746375918375,1.0,0.680167766917302,24.0
PR-99siqG,0.82,3.28306529021944,0.24691339562192,1.0,0.524342751326891,17.0
PR-yZCCrM,1.41,1.99998580197061,3.46078358857662e-07,0.0,3.46506785700807e-07,0.0
PR-ICoCdo,4.39,3.351042007707,0.324308198346791,1.0,0.725375148271669,23.0
PR-wOnm20,1.01,2.8409671518229995,0.238278615358036,1.0,0.652536874706047,23.0
PR-SWVq60,3.42,,,,,
PR-BPgrFv,3.66,3.53512025920838,0.0767826638496051,1.0,0.605209855938228,24.0
PR-5KV6hR,4.54,3.1463081709275498,0.2964112388996,1.0,0.654045200495748,21.0
PR-GZZYAm,16.12,2.01666227750916,0.0283627579310321,0.0,0.115213396723109,3.0
PR-FXTRkB,0.95,1.92490665361547,0.259639392019477,0.0,0.369071513011668,13.0
PR-L4JGxA,0.3,2.00351036721068,0.219746790302208,0.0,0.314292866813986,8.0
PR-EDZlOB,3.57,1.92943844629847,0.288383609372429,0.0,0.390863906804253,11.0
PR-Zgs0ZX,3.46,3.32270858653326,0.174156291050502,1.0,0.652256037918325,21.0
PR-9bOqrN,1.33,2.33665539044775,0.442565069369449,1.0,0.656298853265655,15.0
PR-2WHKnj,1.04,2.9588149135715,0.514901576949842,1.0,0.691270767195192,21.0
PR-IryW36,1.68,3.0893256206318,0.351127223900477,1.0,0.564981297180349,17.0
PR-kka0OO,4.27,3.23645686143199,0.131721440034647,1.0,0.604091084839789,22.0
PR-4epcq5,3.15,4.19140222863011,0.34870422825303,1.0,0.80099106275329,24.0
PR-6YTkOv,7.32,1.99906389760688,0.0134431031281434,0.0,0.0135152025071193,0.0
PR-pBuHLo,0.55,3.14305928127563,0.25916740214174,1.0,0.584154449422354,20.0
PR-Q919N6,1.56,2.03472314588081,0.006660517482879,0.0,0.028666107416814,0.0
PR-VHuCQ4,1.88,2.05712497253049,0.0407224605652898,0.0,0.123287971201219,4.0
PR-s8UjyO,5.39,,,,,
PR-0fBntb,1.2,1.86081044132531,0.113261874340376,0.0,0.260037059979558,9.0
PR-csN5al,0.53,2.40310303283899,0.393128620940618,1.0,0.645762496009875,11.0
PR-wnGSlU,0.89,2.53045321626016,0.0776678210694549,0.0,0.455045097607472,25.0
PR-Ro0oLp,0.87,4.10379648063092,0.0098878508245774,1.0,0.053886772589178,0.0
PR-AHpqjT,0.68,3.32391491109788,0.441971102368885,1.0,0.79352716525987,21.0
PR-jlPc3h,4.33,2.6471963960156804,0.302650007051031,1.0,0.665825831448641,25.0
PR-L4aIPw,3.82,2.69968901317032,0.414647887310441,1.0,0.593788449491024,22.0
PR-IDcomg,0.66,2.73938531175139,0.554960607429948,1.0,0.573986849236695,19.0
PR-pyNSbW,4.72,2.7874419300949502,0.390886375200351,1.0,0.611365854104694,27.0
PR-3x4RI2,2.74,3.2499203654001803,0.0633290349156995,1.0,0.477086107282628,18.0
PR-dygAPj,0.73,2.19781201033668,0.254825852476014,0.0,0.434273006639227,8.0
PR-Gxa7VT,4.13,3.25116249452349,0.179989291990413,1.0,0.669636595834043,19.0
PR-8f5n0f,1.33,3.0523927527645403,0.223005543824251,1.0,0.618947558474734,16.0
PR-uRHa2w,62.91,2.27668543859706,0.0654368642428725,0.0,0.23967498076205,9.0
PR-39zHGy,0.86,3.1000404635930496,0.275983369027893,1.0,0.581271367800098,22.0
PR-zAi49E,1.11,3.19676979981792,0.261195666634349,1.0,0.631006299261291,26.0
PR-UT5BUO,0.93,3.0100181487802598,0.301995492687489,1.0,0.648296119404033,21.0
PR-P0Rp9C,55.93,3.30463358969988,0.0300964870555136,1.0,0.432971651644544,15.0
PR-VLl1A3,1.02,3.70329253326913,0.233805498690865,1.0,0.682856537874581,29.0
PR-yQROox,3.24,2.00175465223506,0.0002551146668341,0.0,0.002108249072449,0.0
PR-UrJrtk,2.94,3.3657215991609903,0.100466736021162,1.0,0.499732488029203,19.0
PR-ybBLMg,3.56,,,,,
PR-C8Jq2o,81.92,2.0378791329397,0.0412761904244367,0.0,0.114212252068417,4.0
PR-2n9k8d,0.84,,,,,
PR-SwrmVl,1.3,3.39406061242091,0.319885229374432,1.0,0.640542909207194,23.0
PR-PUVNfT,3.44,3.71755530444441,0.0036317594589294,1.0,0.577280315121668,21.0
PR-Ntt9ka,0.54,3.89893744033334,0.254920709387846,1.0,0.496358388058502,20.0
PR-7wqNkp,83.61,2.28541475456392,0.0163595921059471,0.0,0.235464956558848,7.0
PR-TYbIdm,0.99,2.04653367976661,0.0025134740777551,0.0,0.0313075272500286,0.0
PR-Z7l5n7,2.02,2.05641994826786,0.113190042108849,0.0,0.204494456967278,6.0
PR-KYx8aG,0.88,2.01550592676351,0.257624024561248,0.0,0.343538830130815,10.0
PR-9Ka5mY,0.54,2.6963772056959505,0.322667638564162,1.0,0.730020615124031,27.0
PR-wX1VpX,81.36,2.04837788318153,0.120064754109938,0.0,0.18567705013876,3.0
PR-8xU5Cp,0.89,,,,,
PR-rXTNbR,0.96,3.6497144063026297,0.0593188173906903,1.0,0.490332791176251,19.0
PR-4vbVP3,0.8,2.8146853446068,0.355753466565676,1.0,0.486546967576315,17.0
PR-eb0GsA,1.3,3.47578867115836,0.382255731054138,1.0,0.723802899577858,31.0
PR-l6NjDm,0.76,,,,,
PR-jp8FU0,0.71,3.2895887789130898,0.232482711138559,1.0,0.574451821953716,20.0
PR-VvDpP0,0.82,3.3589322446307097,0.11136900893779,1.0,0.551306111120259,18.0
PR-mx9DIr,1.11,1.96886137807358,0.109017750994113,0.0,0.150743103010241,6.0
PR-pajigv,4.48,2.03118735393587,0.147908769831842,0.0,0.232349054284691,4.0
PR-tlmnnu,1.17,2.2270250945755,0.193820275405589,0.0,0.401990729496664,9.0
PR-FlRMNN,1.59,2.45702262803894,0.248632177303332,0.0,0.578760750775023,19.0
PR-aSvuxu,2.83,3.01670922683547,0.263006160333357,1.0,0.629003955624913,24.0
PR-b0MYqi,0.57,1.9090057625312,0.244250961602086,0.0,0.295767043456106,8.0
PR-qcE8gc,4.13,,,,,
PR-GNJfYr,1.13,3.9204197127215696,0.492571896891633,1.0,0.67501749080592,17.0
PR-NSPGdW,1.56,2.44517690585261,0.452388669926558,1.0,0.686817924642793,17.0
PR-mt2HbQ,1.1,3.79258358256686,0.0757182896968985,1.0,0.485696536216699,17.0
PR-5WO99r,0.79,3.21350258246568,0.249587078778031,1.0,0.520493382387709,20.0
PR-r8H4nA,6.34,3.55799120022532,0.395083200535103,1.0,0.69550644659439,23.0
PR-dRFAtd,0.7,3.37777287383819,0.362821542937568,1.0,0.628008193317353,24.0
PR-h8FBoU,0.85,2.6264461361520097,0.377410981665044,1.0,0.703303872297552,24.0
PR-naG97a,4.05,2.77020034244813,0.180160129140046,1.0,0.621061774171641,19.0
PR-KOoRzM,1.84,3.8686769007687096,0.309754000265502,1.0,0.815262522740848,30.0
