,MSIScore,Ploidy,LoHFraction,WGD,CIN,Aneuploidy
PR-koOM8l,3.84,3.56819791114699,0.0798086060537885,1.0,0.512549895990273,24.0
PR-N6yb3y,0.78,2.34014078941481,0.12222904935269,0.0,0.386936632061204,11.0
PR-191Fbv,2.53,2.39254469559156,0.601371717200225,1.0,0.508837159342248,13.0
PR-unkPlv,0.96,2.07105902611377,0.171377981680603,0.0,0.278601314283426,6.0
PR-F4g3WW,3.5,,,,,
PR-VeXBGh,0.32,3.46073958952811,0.287748050044725,1.0,0.732612511516089,29.0
PR-k4G78U,0.79,3.13501501885912,0.1091295957739,1.0,0.362895255400335,13.0
PR-2lOuz3,1.3,,,,,
PR-YCTSEm,1.31,3.03873200657149,0.363464497170452,1.0,0.692042651584896,24.0
PR-12QdUO,44.93,,,,,
PR-f4nG7d,3.46,2.90095993023984,0.48244544967444,1.0,0.752157496316331,26.0
PR-i9KTe7,0.69,2.75699608500121,0.371387269957378,1.0,0.733088954261479,25.0
PR-pHOVKv,4.67,,,,,
PR-WBtPbe,2.3,2.30533510446271,0.489989341147823,1.0,0.554756180763566,13.0
PR-wKsgIY,3.57,3.17682661001288,0.0654586337923996,1.0,0.512592161761989,20.0
PR-V7yF9H,1.33,2.50352983553281,0.21800642774648,0.0,0.55212200868314,25.0
PR-AW0JTG,0.47,3.2846539855695,0.115969149708455,1.0,0.494052258232334,17.0
PR-jSG90W,3.09,2.7501168426004203,0.418287533302115,1.0,0.728178934980814,25.0
PR-AL364w,0.72,2.9748496550761003,0.15986478972429,1.0,0.457420655757667,19.0
PR-AWnGYa,1.17,2.52436037172579,0.395742947656047,1.0,0.683005268979458,25.0
PR-IMLIhh,1.22,2.87590279401341,0.342801263995281,1.0,0.606260633631286,23.0
PR-4ngqZx,1.37,2.1762215476254,0.0963746269775356,0.0,0.259277645348365,7.0
PR-ni2mCH,1.51,3.0059386359663702,0.488116750353029,1.0,0.734641878314428,18.0
PR-uEVRa5,1.67,2.74073530332739,0.26076524599067,1.0,0.419173506530008,18.0
PR-MO0P4C,1.25,2.38692400339839,0.072706601901367,0.0,0.302480173151886,6.0
PR-22NLFP,0.96,2.22176514168692,0.146498141290429,0.0,0.360494831453071,12.0
PR-ROLR8U,0.95,2.9966803871765,0.38456510375615,1.0,0.730501338404548,25.0
PR-TDMY1U,3.46,,,,,
PR-MA8H1x,1.63,1.99991108096336,0.0002284201272354,0.0,0.0002869670832403,0.0
PR-PMKcwe,87.32,2.02764916712649,0.004097210388127,0.0,0.025894010092248,0.0
PR-s9g3cg,4.2,2.8110591340823103,0.225930717591764,1.0,0.500865669130273,17.0
PR-MDRlzU,1.12,3.3090536748439803,0.268963941734143,1.0,0.626708700641596,23.0
PR-oqFF1H,1.27,3.2737579108072903,0.231557238193356,1.0,0.601745691616007,18.0
PR-4gQ8AD,70.93,4.43412922114105,0.235626613468233,1.0,0.753785145242141,24.0
PR-DT2Iui,2.69,1.89663575917204,0.232588018988227,0.0,0.260551090498593,8.0
PR-3qZd3C,1.49,,,,,
PR-ZoU1XK,1.55,2.99182809701177,0.226806556012336,1.0,0.684044799737316,23.0
PR-UP7AJK,87.74,,,,,
PR-L7mR5L,1.05,1.92091322829546,0.311034438227068,0.0,0.469259290904995,16.0
PR-JlGUxm,1.95,2.00082014373134,0.0002768876149302,0.0,0.0007986144181652,0.0
PR-rdwJ5O,2.31,2.17382085227713,0.0715566887668657,0.0,0.220663276536164,5.0
PR-maGG5v,3.54,2.01022293405832,0.0006340264654655,0.0,0.0065487942100667,0.0
PR-TzMb0x,1.07,2.19941180088486,0.121805922315842,0.0,0.279891569374674,11.0
PR-gJ2xo3,4.13,,,,,
PR-JLqFyB,3.85,3.4212111347066,0.357918410796671,1.0,0.763126687009882,19.0
PR-TtBuVY,0.59,2.24385036846607,0.06353341822438,0.0,0.246414605942152,7.0
PR-RqMK4y,1.66,3.74508264082754,0.110379582954121,1.0,0.65939444330086,27.0
PR-7HbzQc,1.17,2.07248965095312,0.0789056599515247,0.0,0.188101630616964,5.0
PR-bPOZxz,2.19,2.10441465922709,0.102816601946167,0.0,0.239566379729658,7.0
PR-YeTq76,0.48,2.6646725710120296,0.354263049939161,1.0,0.61997598129647,25.0
PR-9ByeKo,1.04,2.2514640922307403,0.0193705758030394,0.0,0.210213402550159,6.0
PR-jo1gJI,0.47,3.14409235258032,0.207806679285072,1.0,0.535205565443591,16.0
PR-7GcxlA,1.68,1.9999058921536697,2.62816549994483e-05,0.0,2.62829812782732e-05,0.0
PR-jCSmGb,0.83,3.767857336330641,0.155410977030865,1.0,0.538825334034304,21.0
PR-WYNUbz,1.0,,,,,
PR-5W465g,1.32,3.36014397437639,0.284241808867577,1.0,0.619996934597656,19.0
PR-7KmF9j,3.18,3.39062737071952,0.0766406922793308,1.0,0.474686802431544,22.0
PR-cyKI25,0.87,2.33777426552832,0.32238020243329,0.0,0.639185025918472,18.0
PR-QbZr1w,1.41,2.0814547589866104,0.279248753799466,0.0,0.402500676514136,6.0
PR-eJKW7S,3.04,2.7352987195887595,0.422678116621988,1.0,0.699270207684557,32.0
PR-PCwxLo,0.55,2.25253202919206,0.20216531646815,0.0,0.45921918127789,13.0
PR-Ab0F9V,1.24,1.93319026085651,0.202363400107803,0.0,0.303204346132941,12.0
PR-4HJAGr,3.64,,,,,
PR-E4UZXY,6.24,,,,,
PR-knNKly,0.64,,,,,
PR-B7qAWp,1.81,2.06824285909208,0.331084385589134,0.0,0.524952347937619,17.0
PR-VFQLXe,14.99,2.05553574825372,0.0559456978406808,0.0,0.118259320322663,2.0
PR-x4UouK,2.87,3.23144705417795,0.486764031133903,1.0,0.0840924973754161,4.0
PR-99vCNe,2.13,2.9197663821465,0.273633394353655,1.0,0.537064358751374,14.0
PR-Wras42,0.89,3.65205390404009,0.0044397842240482,1.0,0.511526629278904,24.0
PR-vuT2eV,3.51,2.00109931492863,0.0631118434479018,0.0,0.138743652995972,7.0
PR-A0j8Yf,0.53,4.77882816018516,0.0589430667944249,1.0,0.4780144407762,34.0
PR-6nqWFb,0.77,3.73550946164808,0.0938887980044014,1.0,0.472110002730895,15.0
PR-DuXlVu,3.94,3.6697304699656303,0.250601124025263,1.0,0.482074592804233,18.0
PR-XRuYjh,4.79,3.09669109280523,0.263357046985323,1.0,0.586043422827182,20.0
PR-hSMfhE,1.88,3.16614356489969,0.13588730163779,1.0,0.496390357507459,19.0
PR-denguS,0.8,4.6759337185675705,0.409122508488181,1.0,0.818642740532215,31.0
PR-GOqi1p,3.55,2.07730092113939,0.069659042898287,0.0,0.172131754103342,4.0
PR-AOEThY,79.4,,,,,
PR-CRT33x,0.99,3.335877493389241,0.213575447589707,1.0,0.567721259369194,19.0
PR-YRwJVh,29.03,,,,,
PR-UcL778,0.9,4.238430039516331,0.422625301851629,1.0,0.781917861354073,26.0
PR-LYaYMN,0.7,,,,,
PR-iheukO,0.65,3.13948651077176,0.231101111875731,1.0,0.499407032101974,18.0
PR-q9xGCx,1.68,2.8285040638463097,0.286280281772525,1.0,0.568797962350936,16.0
PR-9eJ7rS,2.96,2.0464474752828203,0.0663102591235163,0.0,0.125743229650605,2.0
PR-oavctB,1.58,1.96584456214593,0.111626569481797,0.0,0.165816902052152,5.0
PR-aEFSAe,0.9,3.840983465912661,0.4311279712745,1.0,0.726736412568317,28.0
PR-kPl0Je,4.56,4.41805219606637,0.157126445877776,1.0,0.522512117682741,16.0
PR-eawROX,1.51,3.49112797689789,2.76764914179641e-05,1.0,0.533541799761668,20.0
PR-2tdb7F,2.27,2.05476652594542,0.0087361288121905,0.0,0.074174951558114,3.0
PR-BTFgwn,1.68,2.08825688744219,0.525807446860427,1.0,0.626316966907878,12.0
PR-LVlqzW,0.63,,,,,
PR-3vjLBF,74.33,2.00014377965453,0.0005454820004117,0.0,0.0015304461182616,0.0
PR-gWlx0F,63.84,3.5737657832816403,0.112931554526423,1.0,0.641636058027416,19.0
PR-h8BzuB,2.88,2.11763165147864,0.0314259175182801,0.0,0.211950641070381,10.0
PR-LccvHb,7.51,2.6619234502002205,0.499425048786431,1.0,0.564977310489921,23.0
PR-D0lSrO,2.97,3.0726289684191097,0.188250924635614,1.0,0.665824666977986,27.0
PR-SK0W61,1.07,4.11155523448563,0.0009406194026072,1.0,0.0918276915773711,0.0
PR-Ph0yg6,75.01,2.01319648124938,0.0822604941659062,0.0,0.117086629604015,2.0
PR-n3idzY,0.53,2.00015710735809,0.0981955105829039,0.0,0.145266777073368,3.0
PR-dIoH1a,88.0,3.74874690911064,9.30326169925474e-05,1.0,0.256845917592355,10.0
PR-l4fS8L,0.8,2.529918078312,0.484900703861478,1.0,0.639850724133202,23.0
PR-fa7S8l,2.8,4.58062985275288,0.197609919603471,1.0,0.780807673212893,32.0
PR-UNMBBn,5.26,,,,,
PR-D5RrTQ,1.84,3.54547913008909,0.331493527692472,1.0,0.51791335880718,19.0
PR-bhMYSp,1.11,2.03157449123303,0.0026990735877829,0.0,0.023059152006803,0.0
PR-Zr0JBj,1.98,2.07750733041877,0.129418610132017,0.0,0.235681675858924,7.0
PR-1tFrLv,1.7,2.12542780099925,0.0016982780678246,0.0,0.0922108425552549,3.0
PR-CJ8O0a,0.73,3.27548238690666,0.426983894236158,1.0,0.643491112203979,28.0
PR-TdY360,1.21,2.81815388704377,0.386766656274268,1.0,0.658128412195897,22.0
PR-O92s3k,1.24,2.12220164761193,0.116195428164297,0.0,0.316613419246236,12.0
PR-eW4uZr,1.68,2.12932868813301,0.0490365472021404,0.0,0.137971068794093,3.0
PR-ZwQriH,4.22,,,,,
PR-EaZDJD,57.17,,,,,
PR-44QNXx,3.22,1.9997745811475,0.0004892461541086,0.0,0.000795860030304,0.0
PR-YmNQhP,1.21,,,,,
PR-Z6ygbb,1.96,2.20428411109106,0.062452654762363,0.0,0.22828838333626,7.0
PR-3b1cgr,80.38,2.92219446338468,0.419841177513539,1.0,0.733754498895659,18.0
PR-ODuGmn,3.71,4.32776708470227,0.0152560064732614,1.0,0.272369225716933,9.0
PR-WHoiZN,1.1,2.80408244746088,0.403810157395419,1.0,0.539069967051806,20.0
PR-8gZHSw,1.77,,,,,
PR-ZUTeZC,3.97,1.89989035081691,0.0739939701252446,0.0,0.122432297289057,6.0
PR-eN29bJ,1.4,1.97452084342123,0.144950732126437,0.0,0.175550947952548,3.0
PR-TQcwbW,0.78,1.77894125823019,0.324116768789823,0.0,0.416327437329121,16.0
PR-ajZBVx,1.29,4.70302798677547,0.238631439566713,1.0,0.707652325591952,33.0
PR-67RLdg,3.74,2.93759197569884,0.32548162329373,1.0,0.743441713007207,25.0
PR-qtSxBH,1.24,,,,,
PR-Xcdqi8,1.17,2.02030782593315,0.0375368134713612,0.0,0.0958339739398145,4.0
PR-mTSI5B,1.28,2.95776949867972,0.581205440277235,1.0,0.741604481949035,22.0
PR-5wB7kT,0.79,3.74205378255062,0.267536344677993,1.0,0.431665144964849,16.0
PR-wwcl8t,0.55,2.37546789539344,0.446535866079131,1.0,0.654578249905961,16.0
PR-hluHxj,1.18,2.05136391080866,0.0017383176635704,0.0,0.0325650803305214,0.0
PR-OVKC0B,0.71,2.24306892447808,0.0518150464421205,0.0,0.277778879980961,8.0
PR-VfX2J4,2.64,2.85810396139091,0.30340266495207,1.0,0.499755140795288,19.0
PR-cqVlaE,1.6,3.52685928335227,0.248588217217007,1.0,0.671656556749751,27.0
PR-MFjhsh,1.93,1.87706453423626,0.195150983535594,0.0,0.279176138859215,12.0
PR-BqqB9P,2.75,1.96559490962382,0.0328283300022732,0.0,0.033086353639724,2.0
PR-VCdH0u,3.34,2.07832753389759,0.0480761422757668,0.0,0.127321089834894,3.0
PR-eTh7sY,0.55,2.34175772316052,0.340094367880944,1.0,0.611071881560794,12.0
PR-LzLxWW,1.16,3.87461391247342,0.0808220959959964,1.0,0.703639299218668,23.0
PR-INrz6w,2.67,3.69186437609513,0.127269181486829,1.0,0.584604736863938,25.0
PR-fFRxCv,84.4,2.11603626201275,0.0662116179084579,0.0,0.116949023288951,3.0
PR-ktQIpp,1.54,4.35172244770729,0.102028794584758,1.0,0.764314601568021,24.0
PR-BiUc1B,0.85,2.80461299033967,0.303881733758719,1.0,0.749554973615084,28.0
PR-oXy1xc,1.3,3.15190517440602,0.424221101212311,1.0,0.717245921819788,20.0
PR-A7rYFR,1.22,,,,,
PR-GAXQdQ,1.39,2.03857306513235,0.0252773104502295,0.0,0.0512078063414994,0.0
PR-4IHwlo,93.22,3.71922286728829,0.00033787473015,1.0,0.387611299511762,13.0
PR-cBdecy,1.15,4.23305170393605,0.38537735454765,1.0,0.802960957981451,26.0
PR-BOuA93,0.82,4.39862279094446,0.183979303532601,1.0,0.788259249808672,23.0
PR-illyAu,2.69,2.82341986664399,0.384980286174916,1.0,0.559003082464084,18.0
PR-xvkzz3,1.3,3.12577540952357,0.209017619978967,1.0,0.537500848912056,19.0
PR-p0CUID,0.76,3.04663737032808,0.245464881368324,1.0,0.516447677379278,19.0
PR-PDWrO9,3.56,3.06415606033841,0.284061408387761,1.0,0.59083387478692,23.0
PR-0XuLau,3.29,2.92908794525845,0.239577851140102,1.0,0.546963083425539,18.0
PR-usYVu2,1.19,3.67804085623252,0.177340430660746,1.0,0.625778980624351,27.0
PR-7wM9aM,9.39,2.32582782097312,0.129064072845709,0.0,0.369846299139371,10.0
PR-qskzui,89.32,2.18346207578288,0.0303062454101122,0.0,0.171033772753328,6.0
PR-qt5e4L,0.97,4.24316067222586,0.0088584353517716,1.0,0.443270507447413,17.0
PR-T80Hyf,0.66,2.19428061059891,0.193509746184822,0.0,0.379552097725768,8.0
PR-vct1gT,1.12,2.23071470095106,0.115615012670435,0.0,0.414489508516406,14.0
PR-FbZKpA,0.48,3.55631674416117,0.252527654449572,1.0,0.579139216117037,21.0
PR-YQaWBV,1.73,2.18891981941182,0.0361804129233745,0.0,0.2437259339621,10.0
PR-JQtN4F,1.02,2.04762602222485,0.0133233955335434,0.0,0.0463853991917756,0.0
PR-Ogq8Lr,1.2,3.21039176871828,0.582298974125845,1.0,0.713256938384105,20.0
PR-lRsNFJ,0.96,3.35428901038762,0.163090573560793,1.0,0.588234408631146,25.0
PR-fopnJu,0.65,2.79755217736373,0.41818322866884,1.0,0.711458466771382,32.0
PR-lvV3e4,4.18,,,,,
PR-HhxI8n,2.15,2.13451013694004,0.0132648507148096,0.0,0.143933188172709,5.0
PR-4mcoFq,1.66,2.03260324343284,0.0191804319302598,0.0,0.0452846709192309,2.0
PR-x0ykwz,1.17,2.56704622630156,0.564159626526946,1.0,0.688892550626527,27.0
PR-nHAA3n,44.82,,,,,
PR-CRi1z7,1.99,1.89247733534621,0.106716515199135,0.0,0.13585774131378,5.0
PR-ULagYi,13.76,2.10964299520305,0.929901341852373,1.0,0.124401267125838,5.0
PR-m8B5zD,3.63,2.66842024033054,0.256976402551889,1.0,0.391337618882064,17.0
PR-mtEr02,0.7,2.08573550637181,0.0029039521310584,0.0,0.070770931841339,2.0
PR-L5V3oJ,1.05,2.66381035809449,0.391827633405613,1.0,0.702896994221315,24.0
PR-dUx44m,3.59,3.90690560256283,0.0158744762500325,1.0,0.47938800714251,16.0
PR-SI1tk5,4.0,3.04667929275057,0.25426337188316,1.0,0.491991878082462,17.0
PR-OnfvPl,88.94,2.03195519794926,0.02538109918305,0.0,0.057852578501172,0.0
PR-FTDcqs,41.59,2.04658413743256,0.0204378967442398,0.0,0.0503777520468195,0.0
PR-KJlrRh,1.04,2.38609116804716,0.622709685777097,1.0,0.53686674229558,16.0
PR-9PwT0i,1.41,2.14465811507273,0.149165963644051,0.0,0.31752844841903,8.0
PR-ETM41Q,1.67,2.20108588067302,0.0110217061697268,0.0,0.181387869469437,6.0
PR-SCRFDt,1.67,2.09995269611083,0.0890972265210224,0.0,0.190173563874866,4.0
PR-D4T3Ef,0.88,2.31497137955713,0.510422625487322,1.0,0.718171726986869,15.0
PR-FxAJ7u,3.29,2.18903907194546,0.133144831123188,0.0,0.366103985123647,15.0
PR-sWq53R,3.79,3.49208900795463,0.105626837129417,1.0,0.596569352547626,18.0
PR-SVlRCu,1.77,2.94496035740225,0.315802814120691,1.0,0.616696503661996,22.0
PR-yRC5Iq,1.06,3.64580190679734,0.335507447854804,1.0,0.580434970020437,21.0
PR-t7z2DQ,1.47,2.00041350922334,0.0002758407259657,0.0,0.0008538671259365,0.0
PR-vK0pFI,1.12,,,,,
PR-C2qhxs,4.23,3.40233870446943,0.184656557905772,1.0,0.566417370697379,19.0
PR-e0e2Uf,4.82,4.98775541749943,0.375852832279163,1.0,0.748563627560578,21.0
PR-gQNhen,1.54,2.83819578522179,0.371883533412193,1.0,0.604419044509299,24.0
PR-Am6S8Y,3.74,3.56367935596654,0.201031396384409,1.0,0.609925551936586,22.0
PR-bzaMNn,2.4,2.04295008544454,0.0274776577397779,0.0,0.0657869918684187,0.0
PR-U81Lgm,0.46,3.93853906036488,0.193297880660601,1.0,0.267611786299233,5.0
PR-dU5OV4,3.99,3.38255767837036,0.165166295313754,1.0,0.566085859783088,20.0
PR-k4hRnW,0.71,3.40966721215286,0.321791974242593,1.0,0.564352358774441,31.0
PR-QCdKYn,2.91,2.70688723293804,0.275580843979093,1.0,0.60555607357635,19.0
PR-LLWIab,1.66,1.99992065233153,0.0002512249263974,0.0,0.0002512454248031,0.0
PR-GlQzO0,3.26,2.93198799301563,0.309463068404903,1.0,0.46459665293468,13.0
PR-T6viIN,1.04,3.29395343226401,0.251639846410569,1.0,0.640257038097412,22.0
PR-J6Jx7G,0.77,2.06249634348508,0.15303807087129,0.0,0.234252114441559,6.0
PR-vm6g9M,1.3,3.58005886178966,0.219284107464787,1.0,0.563629217477451,19.0
PR-rhk7fT,66.48,,,,,
PR-sy1tXm,0.82,2.02710273339122,0.120829439583045,0.0,0.218232744327708,5.0
PR-Bb62wP,1.69,2.00667382766542,0.071455098828777,0.0,0.105377978965502,4.0
PR-pP13nB,4.13,2.14602134145122,0.156241800156052,0.0,0.296609069271699,8.0
PR-BWl30D,1.27,2.02611106482872,0.0308885995959246,0.0,0.0540294098311034,0.0
PR-bTdCzB,0.7,2.94816142586509,0.436062188499842,1.0,0.66377212477747,22.0
PR-QhWU7w,1.34,3.38312002465268,0.161605820713328,1.0,0.540944051976065,20.0
PR-OGnFWk,1.47,3.45569473874401,0.232402265846153,1.0,0.592914328044036,31.0
PR-SnfLeG,3.78,2.09253207273903,0.327300000970217,0.0,0.478049402372898,8.0
PR-WTMdUL,5.18,2.0880332364504,0.0004435251293768,0.0,0.0751656620211391,3.0
PR-5uQTam,1.46,3.67468509067424,0.0603338883194231,1.0,0.607744289909335,20.0
PR-v1urNX,1.24,2.27438187905646,0.471184677327388,1.0,0.603484302043061,8.0
PR-oaKAIZ,2.93,3.80293284245077,0.250154516707643,1.0,0.680496675224349,22.0
PR-6qUWnX,1.05,2.63450374127202,0.319831073553786,1.0,0.626906323086859,21.0
PR-Zoo4ok,1.61,4.56730053892309,0.273384985920517,1.0,0.783372275269398,33.0
PR-MnWmgX,4.13,2.12504042348292,0.0107997253519578,0.0,0.102258915857533,2.0
PR-DWgEQr,1.42,2.8936011026075,0.205533202807361,1.0,0.598877990001354,21.0
PR-rUMa0e,92.27,3.87226757491387,0.0244906442165681,1.0,0.387128579370004,11.0
PR-IJgOEC,3.6,2.16410197298097,0.224122446221968,0.0,0.369360092439583,10.0
PR-7c8jb1,1.02,2.01126658277569,0.153093110230244,0.0,0.192468867926321,5.0
PR-Xxy3ap,0.95,3.86697052505451,0.593480381103015,1.0,0.547216763864165,34.0
PR-yxKqFd,1.55,3.24379744099015,0.404361194071091,1.0,0.744078832157749,20.0
PR-LVJxLQ,1.04,3.81640148543769,0.302148723029351,1.0,0.725580200767733,27.0
PR-4gFIC1,82.77,,,,,
PR-qE4Z68,1.37,2.0573697619371,0.222534446764501,0.0,0.304450403347077,8.0
PR-D9grN4,1.58,1.93296803346367,0.0806385677414679,0.0,0.119062579514539,7.0
PR-bhIzgj,79.35,2.00100489962099,0.0470211780020689,0.0,0.048558386369308,0.0
PR-9LhdJw,0.78,2.42355409143519,0.589476394649762,1.0,0.480144264946438,17.0
PR-8EE2ka,1.19,2.05107584499158,0.0175104813690553,0.0,0.0385278093084249,0.0
PR-vsOIl2,3.74,2.05826370990932,0.0947807154141001,0.0,0.158843475494397,2.0
PR-u3pZT9,0.61,3.47392402305843,0.288259167162031,1.0,0.477236729583099,31.0
PR-jVSw8t,0.76,3.89124936512789,0.122930314745887,1.0,0.600698440671276,19.0
PR-ZLhvp0,0.8,3.48160436881428,0.118902067898944,1.0,0.523656064969272,19.0
PR-KcHKzT,1.01,2.15830216005978,0.222646335092876,0.0,0.424065119282522,12.0
PR-fS57Uz,3.85,3.00917844769519,0.124416911013922,1.0,0.337591678784671,14.0
PR-e61Vnx,1.3,3.19786815785361,0.229857167936041,1.0,0.517835148789732,19.0
PR-Pc7OqJ,0.94,3.39483678452646,0.0782949301066863,1.0,0.477127508962546,18.0
PR-PRMsmy,1.1,3.08614145752669,0.443854299810358,1.0,0.66975316458839,27.0
PR-uv4nre,6.99,3.70902794259937,0.096244835429168,1.0,0.293035995935221,9.0
PR-uBG2IJ,1.77,2.79118811335213,0.238795048934602,1.0,0.620212123244665,23.0
PR-ZXiFr9,4.79,3.53038377714156,0.0692639337341575,1.0,0.568098379984637,16.0
PR-f4mZsh,1.78,2.58276092150964,0.231350990335165,1.0,0.675360856061977,24.0
PR-NjOMXr,5.81,2.07246863294754,0.052875488939306,0.0,0.139867709097138,4.0
PR-qapH05,2.88,3.3947235896045,0.166719479238988,1.0,0.528266857602231,13.0
PR-k6mCjA,2.97,4.08116183402752,0.160293688497042,1.0,0.789676684836485,26.0
PR-y8SruX,0.63,3.74671383599685,0.131711566316717,1.0,0.460761252744666,16.0
PR-3jQsYT,3.81,3.9422586930765,0.0002062975185108,1.0,0.190249535153345,8.0
PR-B68TAb,0.35,2.83437776761727,0.225476933156876,1.0,0.480763300091247,17.0
PR-qpx3xg,0.6,2.68454912858703,0.268845496832417,1.0,0.600775651873053,23.0
PR-E4kgLt,3.95,3.47229702951364,0.4137999903642,1.0,0.71955853976005,25.0
PR-B8sPoH,3.63,2.72785625266054,0.555524949012233,1.0,0.664854190501577,22.0
PR-EbZW7K,3.84,3.71915689500404,0.157944301351053,1.0,0.758198258506659,23.0
PR-K7jU73,43.68,2.15474006168727,0.0772475896430982,0.0,0.189612043479193,5.0
PR-jbhvzo,87.26,2.11616606537338,0.0518891503419578,0.0,0.172891533014952,5.0
PR-s2krk3,3.84,4.25029318531312,0.259008437154351,1.0,0.740316851448285,22.0
PR-CpGcTp,5.76,,,,,
PR-qN2aeu,1.3,,,,,
PR-fEdE5F,1.76,3.13378476068297,0.235456739163869,1.0,0.505540089549929,19.0
PR-R1jC76,6.07,,,,,
PR-HEJeS7,3.6,3.86706141721774,0.0597522856607442,1.0,0.490795923061704,13.0
PR-7B1C9M,2.66,2.11207954366272,0.132002835950955,0.0,0.313937651135662,10.0
PR-3qs75a,1.3,2.40764510755182,0.45068168509923,1.0,0.619920218605614,10.0
PR-NVYpYS,0.76,2.3448465106394,0.46162603659248,1.0,0.64161223598289,12.0
PR-nUdKoV,1.1,2.06301920532405,0.245032750241227,0.0,0.344007245212241,6.0
PR-tILCVb,0.42,3.91732859843015,0.0430190318537231,1.0,0.316636656953684,10.0
PR-Yybm32,1.58,2.09537017421655,0.0483849642903957,0.0,0.120418985292402,6.0
PR-XydG5i,3.84,3.36828385822798,0.150110325448547,1.0,0.655446341727955,23.0
PR-ADAr4E,2.84,,,,,
PR-3WQTHC,5.45,2.92931479337485,0.23160265718578,1.0,0.690089671505541,23.0
PR-F4kHPf,0.35,3.31926936971482,0.220523629261732,1.0,0.752041299682833,25.0
PR-raOtPC,1.39,3.14271512743157,0.404110815536302,1.0,0.066974140706636,4.0
PR-D2aXQ2,2.96,4.48030066943159,0.173028091706819,1.0,0.76121684296008,21.0
PR-UaW9gv,3.73,3.6238977130651,0.183200160913581,1.0,0.712606557787726,29.0
PR-Nken5D,1.1,3.36003399946166,0.325801169880901,1.0,0.560689210873974,32.0
PR-ZxbCmO,1.57,4.76679458680899,0.346638447886243,1.0,0.724411869447874,35.0
PR-ATaCVL,1.55,3.88100661642833,0.242384183139546,1.0,0.51640441053725,19.0
PR-JUyl3z,1.08,3.70947395704874,0.338009761087205,1.0,0.785125166938864,21.0
PR-NivMj6,1.93,2.27313900411771,0.135734390169362,0.0,0.317333106194158,8.0
PR-8NUsiw,1.46,3.44468088434517,0.0470078905962722,1.0,0.368981989554651,11.0
PR-tSo8IZ,3.09,4.03921680724953,0.0154012340917929,1.0,0.493338303460091,17.0
PR-5sCxrE,0.96,,,,,
PR-YyLPhD,3.75,3.5313530707448,0.0854383152924583,1.0,0.552160997374523,20.0
PR-XcC2fL,0.78,2.07277145068644,0.0172312485068515,0.0,0.081757564752659,2.0
PR-rEtqRg,3.71,4.57357685374578,0.258871645178889,1.0,0.77456580331861,29.0
PR-cpo7Iu,84.58,2.09277735449955,0.0613964204318941,0.0,0.1509584912381,4.0
PR-4LOGQx,0.63,2.13490497940106,0.0501401618636852,0.0,0.199067867150725,6.0
PR-FgeHco,1.98,1.89095533047194,0.214159802965674,0.0,0.288557028662561,7.0
PR-gzMFyQ,0.87,,,,,
PR-YazqZR,4.11,3.18149185955243,0.0554771529782704,1.0,0.516290426784783,23.0
PR-IqCpcq,2.74,2.95129284199355,0.346470610412839,1.0,0.720705677111917,26.0
PR-jIMJXk,0.97,3.80705659111904,0.0336814300543564,1.0,0.619223663120087,20.0
PR-a5T2sI,0.64,2.20722137465452,0.114136408157762,0.0,0.291791821528916,9.0
PR-lWcPsZ,3.48,3.79878629284913,0.191135780067261,1.0,0.697876876054841,22.0
PR-CTnbq9,1.41,2.99481362088819,0.418572775137971,1.0,0.633058201766377,27.0
PR-oJIbmY,3.01,2.0503262499079,0.0940030992024876,0.0,0.161976410949929,8.0
PR-O7DYG6,31.53,2.16171700614498,0.258699299249795,0.0,0.448459479930391,9.0
PR-cmDO3z,4.66,2.99578423897693,0.255990290933316,1.0,0.572486402936741,21.0
PR-8EgLQ4,1.4,1.94978495161541,0.119518273379809,0.0,0.246781759133652,7.0
PR-8ZLqoR,5.29,4.1589158789578,0.347127639335096,1.0,0.838489753077475,27.0
PR-gSDwyR,0.63,3.45863536833178,0.145904493183554,1.0,0.608772814665406,24.0
PR-mWFxwu,35.87,3.88607255535003,0.0198528663277272,1.0,0.373042733154953,11.0
PR-W7Xf5v,1.13,2.60206497162217,0.521030815699863,1.0,0.556533840368573,27.0
PR-abmyqE,4.02,1.99838900979258,0.0009618549924279,0.0,0.0012006725608275,0.0
PR-KUcXKO,1.19,2.18910006406389,0.0390828065040522,0.0,0.197551457459356,6.0
PR-hy3gz2,4.88,2.05130471830395,0.0650370740049124,0.0,0.117366474064547,3.0
PR-ENi2ee,0.97,2.87436370810859,0.305532313034387,1.0,0.722273318471738,24.0
PR-20INxP,0.68,3.41877934805994,0.276276950572092,1.0,0.607685354239,17.0
PR-LuKRL8,1.58,3.12943486306748,0.277115542224226,1.0,0.545132080203569,20.0
PR-vaaJsg,0.91,3.6445802876717,0.160517603405122,1.0,0.485838717396358,21.0
PR-ms1Rh6,4.61,,,,,
PR-sQS7tJ,1.95,2.9534822415839,0.379954092048994,1.0,0.563154941718542,12.0
PR-mCAIMI,1.7,2.08192979763772,0.162743050467735,0.0,0.24547042606347,3.0
PR-VCeNaZ,3.57,2.30143072821419,0.0637837541602832,0.0,0.314646509289706,10.0
PR-idqkoH,0.87,2.08557688858276,0.0122358507253055,0.0,0.0942923245697636,2.0
PR-Bs4EcD,3.16,2.12454850251024,0.0606292839372475,0.0,0.203267224005104,6.0
