DepMap_ID,p53,RAD51,DepMap_ID_norm,PR_ID_norm,WGD
ACH-001211,2.1126589305178536,4.394376944957055,ACH-001211,PR-SHNNEP,non
ACH-001228,0.3249770942948102,4.890446692679906,ACH-001228,PR-TVR0U3,oui
ACH-001228,0.3249770942948102,4.890446692679906,ACH-001228,PR-UMEACV,oui
ACH-001229,0.3465237209543678,3.784503982929567,ACH-001229,PR-MWDYCL,non
ACH-001232,-0.0674706747609941,4.04176864995163,ACH-001232,PR-A21R31,non
ACH-001239,1.0742994475559546,4.215678596607928,ACH-001239,PR-E4K1RX,oui
ACH-001275,0.9247707162778244,3.604071323668861,ACH-001275,PR-60CENO,non
ACH-001277,0.1861938367937147,4.763411574470007,ACH-001277,PR-KPL0JE,oui
ACH-001279,1.5597013634136363,3.2094533656289497,ACH-001279,PR-NEWHLD,non
ACH-001279,1.5597013634136363,3.2094533656289497,ACH-001279,PR-YQROOX,non
ACH-001280,0.9745389181161322,4.611172380044005,ACH-001280,PR-HGNA0B,oui
ACH-001280,0.9745389181161322,4.611172380044005,ACH-001280,PR-DFFMYZ,non
ACH-001289,1.393775859834461,3.694880192799191,ACH-001289,PR-04VVBZ,non
ACH-001295,0.2674206079716255,4.157852169141737,ACH-001295,PR-LT3S9Y,non
ACH-001300,0.5666023526560711,4.803743668505225,ACH-001300,PR-GUTDFK,non
ACH-001300,0.5666023526560711,4.803743668505225,ACH-001300,PR-VURGSL,non
ACH-001301,0.6861185154594422,4.802193216941825,ACH-001301,PR-FNBGWC,non
ACH-001303,0.237426044281533,4.916476644437717,ACH-001303,PR-OBE1TW,non
ACH-001303,0.237426044281533,4.916476644437717,ACH-001303,PR-ODUGMN,oui
ACH-001306,-0.1293279621323074,4.551516017628014,ACH-001306,PR-XHOE24,oui
ACH-001306,-0.1293279621323074,4.551516017628014,ACH-001306,PR-2KTJS4,oui
ACH-001307,0.0929069470728142,4.699329525673156,ACH-001307,PR-VROGY4,oui
ACH-001307,0.0929069470728142,4.699329525673156,ACH-001307,PR-UJR7KK,oui
ACH-001310,-0.3874978503050111,5.877744249949002,ACH-001310,PR-XDASGK,non
ACH-001318,0.0362915326573014,5.284662185483165,ACH-001318,PR-DFYNJN,oui
ACH-001318,0.0362915326573014,5.284662185483165,ACH-001318,PR-LITBRR,oui
ACH-001322,-0.2749992657250585,5.328405658958567,ACH-001322,PR-RNTGZ6,non
ACH-001328,-0.121727321244225,4.915520900751958,ACH-001328,PR-QCWKEA,oui
ACH-001328,-0.121727321244225,4.915520900751958,ACH-001328,PR-VN6YOP,oui
ACH-001329,0.675985915391985,3.718087583960517,ACH-001329,PR-TEARO4,non
ACH-001332,0.1446261491688529,4.24412594328373,ACH-001332,PR-AQFO8P,oui
ACH-001332,0.1446261491688529,4.24412594328373,ACH-001332,PR-ZOHWKG,oui
ACH-001333,-0.1450839719472446,4.04788732939655,ACH-001333,PR-WX1VPX,non
ACH-001334,0.1770749656667063,4.473137487772256,ACH-001334,PR-RJAHLI,non
ACH-001335,0.145387113410954,4.527320607877047,ACH-001335,PR-VCQEMJ,non
ACH-001336,0.3813195687906229,3.534808661231747,ACH-001336,PR-PKGCDJ,oui
ACH-001336,0.3813195687906229,3.534808661231747,ACH-001336,PR-JLQFYB,oui
ACH-001338,0.1768518729709494,4.767654798237347,ACH-001338,PR-7HBZQC,non
ACH-001340,0.1092898371325985,4.823749360308272,ACH-001340,PR-XCLAFP,oui
ACH-001341,0.2010512318003922,3.788685710613534,ACH-001341,PR-F6K6D2,oui
ACH-001341,0.2010512318003922,3.788685710613534,ACH-001341,PR-AHPQJT,oui
ACH-001344,1.9696927327267648,1.1043366598147355,ACH-001344,PR-YYLPHD,oui
ACH-001344,1.9696927327267648,1.1043366598147355,ACH-001344,PR-6NQWFB,oui
ACH-001345,0.7713277752557344,4.791814071161826,ACH-001345,PR-ONFVPL,non
ACH-001345,0.7713277752557344,4.791814071161826,ACH-001345,PR-URPBYX,non
ACH-001346,0.056308000453146,4.7300964655954685,ACH-001346,PR-PSGRJS,oui
ACH-001347,-0.1694299309436229,2.211012193485512,ACH-001347,PR-72XNET,oui
ACH-001353,0.19323264022452,2.389566811762726,ACH-001353,PR-DSHKXO,oui
ACH-001354,-0.0183380293879266,5.1081062236861285,ACH-001354,PR-IMDM0O,oui
ACH-001356,0.2147014358346268,4.498250867527825,ACH-001356,PR-3BKIQE,oui
ACH-001360,0.1011889808927319,4.939226577728209,ACH-001360,PR-97JLE2,oui
ACH-001360,0.1011889808927319,4.939226577728209,ACH-001360,PR-5WB7KT,oui
ACH-001366,0.4457668243384961,4.308885057411763,ACH-001366,PR-KXSMMS,non
ACH-001366,0.4457668243384961,4.308885057411763,ACH-001366,PR-LZHDZW,non
ACH-001368,0.071376560776325,4.388878338811989,ACH-001368,PR-8RS4MB,non
ACH-001374,0.7272929317383862,5.327687364176047,ACH-001374,PR-MLYZV5,non
ACH-001374,0.7272929317383862,5.327687364176047,ACH-001374,PR-RPURMP,non
ACH-001375,0.1751361936850634,4.951867504326902,ACH-001375,PR-ZUGX91,oui
ACH-001379,0.0191363756457989,3.0143552929770703,ACH-001379,PR-W05ZUE,non
ACH-001380,-0.0538362917930469,3.5160151470036647,ACH-001380,PR-FOPC2W,oui
ACH-001382,0.2570326884268677,3.5619370596224327,ACH-001382,PR-DVNPCJ,oui
ACH-001385,1.1697172096728607,2.526068811667588,ACH-001385,PR-3QH8QX,non
ACH-001385,1.1697172096728607,2.526068811667588,ACH-001385,PR-UXMCAY,non
ACH-001386,0.108782339698073,4.522934560943456,ACH-001386,PR-I4D3AH,oui
ACH-001388,0.4166451510296849,0.0285691521967709,ACH-001388,PR-VCENAZ,non
ACH-001389,0.014291727617484,3.889473542531109,ACH-001389,PR-B8SPOH,oui
ACH-001390,0.162998609768077,4.266786540694901,ACH-001390,PR-LCCVHB,oui
ACH-001391,0.1165308151288026,4.173127433480656,ACH-001391,PR-3LYZXW,non
ACH-001394,-0.1013251407256591,3.320484678017693,ACH-001394,PR-QL2TEI,oui
ACH-001396,-0.019862237816051,3.9439213265534856,ACH-001396,PR-VP9GO6,oui
ACH-001398,1.9619671037739217,3.76659516172927,ACH-001398,PR-GLQZO0,oui
ACH-001398,1.9619671037739217,3.76659516172927,ACH-001398,PR-Z7RHS2,oui
ACH-001400,0.2893016790529247,1.6825732973475784,ACH-001400,PR-FWYSYD,oui
ACH-001402,0.0017757874128419,3.456806149230474,ACH-001402,PR-73LP4X,oui
ACH-001402,0.0017757874128419,3.456806149230474,ACH-001402,PR-XPIRTJ,oui
ACH-001403,-0.1540313782207778,3.001802242633985,ACH-001403,PR-YB94MW,oui
ACH-001409,0.2060403541096712,4.70984201927331,ACH-001409,PR-C8MUZJ,oui
ACH-001411,0.0675417794530506,4.043519493662743,ACH-001411,PR-NAG97A,oui
ACH-001412,0.201043985812169,5.322288723570877,ACH-001412,PR-V47XOC,oui
ACH-001413,0.4885622129102868,4.514122260170708,ACH-001413,PR-NHQDYH,oui
ACH-001415,0.0023699968051724,3.77082904603249,ACH-001415,PR-SKOEYK,oui
ACH-001416,-0.1514187618395306,4.844486087757799,ACH-001416,PR-FK9BDE,oui
ACH-001418,0.1880406104638817,3.9439213265534856,ACH-001418,PR-2BDZSY,oui
ACH-001419,0.1279167572123216,4.433627167084783,ACH-001419,PR-IQCPCQ,oui
ACH-001421,0.2559935420866299,4.743084055549586,ACH-001421,PR-3HOBZR,non
ACH-001421,0.2559935420866299,4.743084055549586,ACH-001421,PR-CFJNVC,non
ACH-001422,0.2994539034022473,3.4449320489421824,ACH-001422,PR-MUPA85,non
ACH-001422,0.2994539034022473,3.4449320489421824,ACH-001422,PR-SNFLEG,non
ACH-001430,0.8252818050073356,4.522306892871389,ACH-001430,PR-OOIKJ2,non
ACH-001430,0.8252818050073356,4.522306892871389,ACH-001430,PR-QIEHVF,non
ACH-001431,0.5998740848843498,4.420886574975532,ACH-001431,PR-BLZ2PD,non
ACH-001433,0.1625620639129575,3.840966704487421,ACH-001433,PR-FXLYEJ,oui
ACH-001433,0.1625620639129575,3.840966704487421,ACH-001433,PR-IRQ2CE,oui
ACH-001442,0.0251115309468845,3.513490745588118,ACH-001442,PR-H8BZUB,non
ACH-001443,-0.0674855790029122,3.125981653854716,ACH-001443,PR-ZNWNZC,oui
ACH-001450,0.50917149722302,4.864433796365624,ACH-001450,PR-VQAOGS,non
ACH-001451,0.3036855743017502,3.673556423990145,ACH-001451,PR-B45WGM,non
ACH-001453,-0.0018357889336064,4.93969674069176,ACH-001453,PR-3HQUEC,oui
ACH-001453,-0.0018357889336064,4.93969674069176,ACH-001453,PR-3X4RI2,oui
ACH-001454,0.7421508639051595,3.953265239014844,ACH-001454,PR-KVICAQ,oui
ACH-001458,-0.0246084239617344,3.658782734012828,ACH-001458,PR-3RMUPJ,oui
ACH-001459,0.2906064183610755,3.426264754702098,ACH-001459,PR-MXR4UW,oui
ACH-001460,-0.0745384114789731,3.983677694698067,ACH-001460,PR-NTPVWY,oui
ACH-001461,0.5343188708638433,4.095924419998536,ACH-001461,PR-C0LZLL,non
ACH-001484,0.1618790415986356,3.645009884391095,ACH-001484,PR-EEUZCY,non
ACH-001485,0.6227899409383671,3.463360885816658,ACH-001485,PR-KH1IW2,oui
ACH-001494,0.0926460787877733,1.4489009511451278,ACH-001494,PR-FGHIYF,oui
ACH-001494,0.0926460787877733,1.4489009511451278,ACH-001494,PR-MLVO5C,oui
ACH-001495,0.2144258760771493,3.604071323668861,ACH-001495,PR-N61LPQ,non
ACH-001496,0.0652840984918961,4.848998430400023,ACH-001496,PR-NGBWBM,non
ACH-001496,0.0652840984918961,4.848998430400023,ACH-001496,PR-Y29POB,oui
ACH-001498,0.3922429264447416,4.661635602335959,ACH-001498,PR-AJQNPQ,non
ACH-001498,0.3922429264447416,4.661635602335959,ACH-001498,PR-FTDCQS,non
ACH-001500,-0.1308774423517563,4.339137384919585,ACH-001500,PR-WGZFUJ,non
ACH-001500,-0.1308774423517563,4.339137384919585,ACH-001500,PR-EUFOVK,non
ACH-001509,0.0267804236061991,2.286881147788161,ACH-001509,PR-JL0LWF,oui
ACH-001509,0.0267804236061991,2.286881147788161,ACH-001509,PR-QFAETC,oui
ACH-001510,0.1275123136553323,1.9523335663696857,ACH-001510,PR-YAZQZR,oui
ACH-001511,0.1399382258071775,3.6915341649192,ACH-001511,PR-XXRN4L,oui
ACH-001513,0.1289928008695858,2.8579809951275723,ACH-001513,PR-B6SUFY,oui
ACH-001515,0.0521039922202235,4.915042791371977,ACH-001515,PR-KZ3B24,oui
ACH-001517,0.0663609138025217,3.992768430768924,ACH-001517,PR-EUQ6MV,oui
ACH-001517,0.0663609138025217,3.992768430768924,ACH-001517,PR-GWLX0F,oui
ACH-001520,0.3284907660448064,2.9708536543404835,ACH-001520,PR-IJVMY8,non
ACH-001521,0.0412222434221839,4.963936452144486,ACH-001521,PR-DU5OV4,oui
ACH-001522,0.9060946086278712,2.6915341649192,ACH-001522,PR-H4AEGM,oui
ACH-001523,0.1941178648883691,3.021479727410452,ACH-001523,PR-KFDIWY,oui
ACH-001524,0.0341618073755326,1.765534746362977,ACH-001524,PR-MH1G4K,oui
ACH-001525,-0.1078488603435136,3.0942360698457656,ACH-001525,PR-UT5BUO,oui
ACH-001525,-0.1078488603435136,3.0942360698457656,ACH-001525,PR-C54KUC,oui
ACH-001526,0.3250266107650156,3.820689560559215,ACH-001526,PR-ICOCDO,oui
ACH-001526,0.3250266107650156,3.820689560559215,ACH-001526,PR-JMZ6WX,oui
ACH-001528,0.7274552235907329,3.552131108253784,ACH-001528,PR-AAAPDO,non
ACH-001528,0.7274552235907329,3.552131108253784,ACH-001528,PR-QRSGIF,non
ACH-001529,0.4922605765636743,5.021479727410452,ACH-001529,PR-WXJYA3,oui
ACH-001529,0.4922605765636743,5.021479727410452,ACH-001529,PR-IKAQM8,oui
ACH-001530,1.2626440507299643,4.907371413823563,ACH-001530,PR-MXKNSQ,oui
ACH-001530,1.2626440507299643,4.907371413823563,ACH-001530,PR-SDXRYF,oui
ACH-001532,1.3999077801166866,3.351910961103077,ACH-001532,PR-86RNAG,non
ACH-001533,0.5455754211085166,2.879705766282288,ACH-001533,PR-OJIBMY,non
ACH-001536,0.7782777436587602,1.3950627995175775,ACH-001536,PR-C2QHXS,oui
ACH-001539,0.1728157055082291,3.20006486151431,ACH-001539,PR-PAJIGV,non
ACH-001542,-0.0914130245157263,3.465974464504069,ACH-001542,PR-ENZ3C5,oui
ACH-001542,-0.0914130245157263,3.465974464504069,ACH-001542,PR-5QJXB3,oui
ACH-001543,0.2171295309415852,3.2764966656403565,ACH-001543,PR-VWDCKV,oui
ACH-001543,0.2171295309415852,3.2764966656403565,ACH-001543,PR-CLUBZA,oui
ACH-001543,0.2171295309415852,3.2764966656403565,ACH-001543,PR-WCP4NG,oui
ACH-001547,0.7021447399997283,3.634593268445757,ACH-001547,PR-HULLE6,non
ACH-001547,0.7021447399997283,3.634593268445757,ACH-001547,PR-W45AIP,oui
ACH-001548,0.5765163827392522,4.638653116466112,ACH-001548,PR-TTXMT7,non
ACH-001549,0.1145050292456064,5.320845667645722,ACH-001549,PR-OBCI54,oui
ACH-001549,0.1145050292456064,5.320845667645722,ACH-001549,PR-W7XF5V,oui
ACH-001550,0.0307559473555097,4.012568673503056,ACH-001550,PR-68UOMH,non
ACH-001551,-0.0732467892053764,2.821710215034674,ACH-001551,PR-EBZW7K,oui
ACH-001552,0.1378577632359398,3.710393192170516,ACH-001552,PR-ZQNXIV,oui
ACH-001554,0.6155171247670599,4.646738698307846,ACH-001554,PR-YMHRIY,non
ACH-001555,1.2902045376503792,0.9708536543404837,ACH-001555,PR-5KV6HR,oui
ACH-001556,0.1434626041012399,4.631104282365877,ACH-001556,PR-WDOZJQ,oui
ACH-001557,0.4776505892324049,4.413458688007979,ACH-001557,PR-RAUMVV,oui
ACH-001558,1.5586529090905077,2.6870606883398924,ACH-001558,PR-HD4XG6,oui
ACH-001559,0.0151752402088187,4.663913842115978,ACH-001559,PR-YMF7FS,oui
ACH-001560,1.9383215485827745,2.1602748314085933,ACH-001560,PR-BGI14B,oui
ACH-001560,1.9383215485827745,2.1602748314085933,ACH-001560,PR-IXXP7W,oui
ACH-001562,1.3743352648859195,1.7398481026993275,ACH-001562,PR-WM23SM,non
ACH-001563,1.201185693324419,4.7938958825488776,ACH-001563,PR-FX9KEA,oui
ACH-001566,1.17999295959294,3.997292407636508,ACH-001566,PR-XFXYXC,oui
ACH-001567,0.9514646147237458,3.927896453728821,ACH-001567,PR-CHUO0L,oui
ACH-001568,-0.1301628397047626,2.27500704749987,ACH-001568,PR-CMDO3Z,oui
ACH-001570,0.5134498567069639,3.963474123974886,ACH-001570,PR-PP13NB,non
ACH-001574,0.9104652233646116,3.503348735167504,ACH-001574,PR-RAAEHK,non
ACH-001574,0.9104652233646116,3.503348735167504,ACH-001574,PR-TN3ABR,non
ACH-001577,0.0690596177466826,5.074248523347032,ACH-001577,PR-AQBSZU,oui
ACH-001577,0.0690596177466826,5.074248523347032,ACH-001577,PR-URJRTK,oui
ACH-001607,0.0763878012211021,3.4841381312016693,ACH-001607,PR-QMUIGJ,oui
ACH-001608,-0.096466072102043,3.475084882948783,ACH-001608,PR-PM4VVX,oui
ACH-001608,-0.096466072102043,3.475084882948783,ACH-001608,PR-QNFUCG,oui
ACH-001609,0.1263046325094906,3.6507645591169022,ACH-001609,PR-K9BI2I,oui
ACH-001609,0.1263046325094906,3.6507645591169022,ACH-001609,PR-N0X0YD,oui
ACH-001610,0.0098898180603957,5.004950759951045,ACH-001610,PR-B0REXL,oui
ACH-001610,0.0098898180603957,5.004950759951045,ACH-001610,PR-EJPCTI,oui
ACH-001611,0.1409532761186474,4.7938958825488776,ACH-001611,PR-M2CFGE,oui
ACH-001616,0.6442468635771245,2.541019153133559,ACH-001616,PR-WCF7PR,non
ACH-001618,0.3003209983518011,3.9231491804723087,ACH-001618,PR-CAQ8KN,non
ACH-001618,0.3003209983518011,3.9231491804723087,ACH-001618,PR-YJBSTR,non
ACH-001619,0.5921073434317576,2.859969548221026,ACH-001619,PR-KOBSRV,oui
ACH-001619,0.5921073434317576,2.859969548221026,ACH-001619,PR-U5LGMV,oui
ACH-001622,0.354644132485185,2.277984747299765,ACH-001622,PR-XICKV7,oui
ACH-001623,0.1793338167613912,4.689858236319245,ACH-001623,PR-NH0OBA,oui
ACH-001624,1.2733615550032098,3.6229303509201767,ACH-001624,PR-GRIMJN,oui
ACH-001627,0.1472543292047929,3.1391420191456887,ACH-001627,PR-5VQHPI,non
ACH-001628,-0.0467921682940619,4.195347598322219,ACH-001628,PR-S2KRK3,oui
ACH-001630,0.1385375995225377,4.704871964456353,ACH-001630,PR-VCLQ4K,oui
ACH-001634,0.535661338242003,3.2016338611696504,ACH-001634,PR-IFMZ87,non
ACH-001641,0.1891960277565417,5.256255873202732,ACH-001641,PR-FSMUOK,oui
ACH-001641,0.1891960277565417,5.256255873202732,ACH-001641,PR-QJMKZG,oui
ACH-001645,1.023799059472572,2.333423733725192,ACH-001645,PR-XHNUX5,oui
ACH-001647,0.2067078302664373,4.4535175792154975,ACH-001647,PR-VUT2EV,non
ACH-001647,0.2067078302664373,4.4535175792154975,ACH-001647,PR-WKTDPU,non
ACH-001648,0.1055470362737214,2.8698714061777126,ACH-001648,PR-VNMZQB,non
ACH-001649,0.1376753624832086,2.895302621333306,ACH-001649,PR-GKWC1O,non
ACH-001650,0.3411616969565857,4.169123281476757,ACH-001650,PR-6QUWNX,oui
ACH-001651,0.1825069735593137,3.654206377944292,ACH-001651,PR-EHVOVZ,oui
ACH-001652,0.2442337727911395,3.91169158187234,ACH-001652,PR-E4KGLT,oui
ACH-001653,0.1582730743935192,2.7070829917717063,ACH-001653,PR-ZWYHNL,oui
ACH-001654,0.0995626160324342,4.183486514459391,ACH-001654,PR-KYV614,non
ACH-001654,0.0995626160324342,4.183486514459391,ACH-001654,PR-NXSV8U,oui
ACH-001655,0.2169250359779048,3.499527024215096,ACH-001655,PR-MGDSQT,oui
ACH-001656,0.1516692363566247,4.678635347822744,ACH-001656,PR-8Z4M6I,non
ACH-001664,0.6952931795363602,4.527320607877047,ACH-001664,PR-AHHBB9,non
ACH-001668,2.071924889243887,3.307428525192248,ACH-001668,PR-GFHHWS,non
ACH-001668,2.071924889243887,3.307428525192248,ACH-001668,PR-Q4CSMV,non
ACH-001669,0.2289085284720204,6.023255352300303,ACH-001669,PR-DUGN3L,non
ACH-001670,-0.0046907883553899,4.266786540694901,ACH-001670,PR-A6IDPC,oui
ACH-001670,-0.0046907883553899,4.266786540694901,ACH-001670,PR-I4S165,oui
ACH-001673,0.1177491984809331,4.974529312483882,ACH-001673,PR-LZNIHF,oui
ACH-001674,0.0678247218537077,4.726286289720674,ACH-001674,PR-8PPFPX,oui
ACH-001674,0.0678247218537077,4.726286289720674,ACH-001674,PR-QEHJNE,oui
ACH-001677,0.5595252267340285,4.751677945687579,ACH-001677,PR-ESFOQB,non
ACH-001677,0.5595252267340285,4.751677945687579,ACH-001677,PR-WQCPUW,oui
ACH-001685,0.6434986535094029,3.527320607877047,ACH-001685,PR-K3ZX9W,non
ACH-001685,0.6434986535094029,3.527320607877047,ACH-001685,PR-KUOZY5,non
ACH-001687,0.8617034185400021,0.4329594072761063,ACH-001687,PR-7AVMJR,oui
ACH-001690,0.1932590168580172,3.341985747228616,ACH-001690,PR-LWHRTX,oui
ACH-001692,0.2401780975631124,3.249445341085839,ACH-001692,PR-ICR9H9,oui
ACH-001694,0.0038496944280251,2.62993940943954,ACH-001694,PR-2AE0KB,non
ACH-001694,0.0038496944280251,2.62993940943954,ACH-001694,PR-FXAJ7U,non
ACH-001696,0.0220599999362235,0.5160151470036647,ACH-001696,PR-GSPEEV,oui
ACH-001696,0.0220599999362235,0.5160151470036647,ACH-001696,PR-ZLVAQE,oui
ACH-001698,0.0165917486203309,1.82781902461732,ACH-001698,PR-XHTV3P,oui
ACH-001699,0.0837007027337947,4.433627167084783,ACH-001699,PR-CIS47B,oui
ACH-001699,0.0837007027337947,4.433627167084783,ACH-001699,PR-KDIC2F,oui
ACH-001701,-0.0718315865370369,1.6507645591169022,ACH-001701,PR-RF0POO,oui
ACH-001702,1.3689626705504108,3.5993177936982264,ACH-001702,PR-C6KPQY,oui
ACH-001702,1.3689626705504108,3.5993177936982264,ACH-001702,PR-VFX2J4,oui
ACH-001702,1.3689626705504108,3.5993177936982264,ACH-001702,PR-CJTKUS,oui
ACH-001707,0.6327441836474541,2.833902076669163,ACH-001707,PR-3JQSYT,oui
ACH-001707,0.6327441836474541,2.833902076669163,ACH-001707,PR-G4NBWV,oui
ACH-001711,0.4120520352834445,4.34766565630097,ACH-001711,PR-V6ASUR,oui
ACH-001711,0.4120520352834445,4.34766565630097,ACH-001711,PR-IW3ULU,oui
ACH-001711,0.4120520352834445,4.34766565630097,ACH-001711,PR-RUVMIM,oui
ACH-001715,-0.1279629525055901,3.769771739249448,ACH-001715,PR-TAYUKT,oui
ACH-001715,-0.1279629525055901,3.769771739249448,ACH-001715,PR-ORNAXC,oui
ACH-001715,-0.1279629525055901,3.769771739249448,ACH-001715,PR-SI5YJT,oui
ACH-001735,-0.021725848944216,5.130930869826448,ACH-001735,PR-9ULYSF,non
ACH-001735,-0.021725848944216,5.130930869826448,ACH-001735,PR-MCQ0ME,non
ACH-001736,0.219338000077812,4.59215800212536,ACH-001736,PR-GON0KN,non
ACH-001736,0.219338000077812,4.59215800212536,ACH-001736,PR-UERISP,non
ACH-001737,0.3705882396977312,5.289465630958221,ACH-001737,PR-OA5YYX,non
ACH-001737,0.3705882396977312,5.289465630958221,ACH-001737,PR-RG1VGI,non
ACH-001740,0.4424401288751253,7.088417250147509,ACH-001740,PR-3VWKEJ,oui
ACH-001740,0.4424401288751253,7.088417250147509,ACH-001740,PR-SVOJGW,oui
ACH-001745,0.2830132530032561,5.625854931368057,ACH-001745,PR-ITQAF5,oui
ACH-001745,0.2830132530032561,5.625854931368057,ACH-001745,PR-PUVNFT,oui
ACH-001750,-0.2739247663233459,3.91456452349394,ACH-001750,PR-G46D6E,oui
ACH-001750,-0.2739247663233459,3.91456452349394,ACH-001750,PR-TYIACC,oui
ACH-001765,-0.0460781633362745,5.377470842849648,ACH-001765,PR-1YNVXD,oui
ACH-001765,-0.0460781633362745,5.377470842849648,ACH-001765,PR-O238FK,oui
ACH-001786,0.550072814939008,3.682573297347578,ACH-001786,PR-DIOH1A,oui
ACH-001791,0.5758314686458679,2.2539892662307865,ACH-001791,PR-OSA1XV,oui
ACH-001793,0.8821919682860488,3.62760683812965,ACH-001793,PR-PPIF7Y,oui
ACH-001794,0.4105047145661682,4.009884588931844,ACH-001794,PR-FLWBPL,oui
ACH-001795,0.991592517823712,4.698218478224414,ACH-001795,PR-L7L0JX,oui
ACH-001796,0.9679018743786468,4.715344295358907,ACH-001796,PR-YZWRBZ,oui
ACH-001799,1.315752947149281,5.072105800480419,ACH-001799,PR-LOACG9,oui
ACH-001802,0.8745692857764094,2.5921580021253603,ACH-001802,PR-JBP3GW,oui
ACH-001814,0.0476593527747881,3.564378168565064,ACH-001814,PR-QOXOEW,oui
ACH-001814,0.0476593527747881,3.564378168565064,ACH-001814,PR-YAMU3O,oui
ACH-001819,0.1911028243464822,5.3826672527450405,ACH-001819,PR-EJKW7S,oui
ACH-001819,0.1911028243464822,5.3826672527450405,ACH-001819,PR-FOPNJU,oui
ACH-001834,0.1230242914832056,3.257010618206024,ACH-001834,PR-PQYD89,oui
ACH-001835,0.0440100991332054,2.4276061727818994,ACH-001835,PR-8NHMR6,oui
ACH-001838,0.1708175599934781,2.1538053360790355,ACH-001838,PR-9LHDQW,oui
ACH-001839,0.8011739375295913,4.285402218862249,ACH-001839,PR-R8H4NA,oui
ACH-001842,0.0350721430245594,3.341985747228616,ACH-001842,PR-HV4OKR,oui
ACH-001844,-0.0472560781501671,3.7224660244710894,ACH-001844,PR-LZKBAA,oui
ACH-001848,1.3299013713740089,3.84799690655495,ACH-001848,PR-Q9IPON,oui
ACH-001849,0.1842412227154156,2.7070829917717063,ACH-001849,PR-IJGOEC,non
ACH-001850,0.1225179949972679,4.770300489499416,ACH-001850,PR-RBRFAT,oui
ACH-001853,0.3748946997266709,3.9717734471933728,ACH-001853,PR-76UU6D,oui
ACH-001861,0.1666688335047221,3.588564737401352,ACH-001861,PR-URSIZP,oui
ACH-001861,0.1666688335047221,3.588564737401352,ACH-001861,PR-KNQIKU,oui
ACH-001862,0.0326134134216122,3.5570424152637194,ACH-001862,PR-AOMFGH,oui
ACH-001863,0.1262814449816545,4.28835856219366,ACH-001863,PR-FHSUPC,oui
ACH-001863,0.1262814449816545,4.28835856219366,ACH-001863,PR-NBQUIU,oui
ACH-001864,0.1340877916108852,2.849999259466098,ACH-001864,PR-D0LSRO,oui
ACH-001959,0.0529836543861228,4.817623257511431,ACH-001959,PR-C67EEP,non
ACH-001960,0.0996469710074494,4.864433796365624,ACH-001960,PR-RCGIQH,oui
ACH-001973,0.0126970745077434,4.026800059343715,ACH-001973,PR-BS4ECD,non
ACH-001977,0.8669579422377448,4.571676809970931,ACH-001977,PR-STH0JD,oui
ACH-001982,1.4107336012419185,2.6622054996536164,ACH-001982,PR-7LKEQG,oui
ACH-001991,0.8487378385743096,5.339850002884624,ACH-001991,PR-RSC97T,non
ACH-001992,0.0601125924755473,4.1026581313637385,ACH-001992,PR-MYUOXB,oui
ACH-001993,0.0506680766480709,5.230741002626909,ACH-001993,PR-X4UOUK,oui
ACH-001993,0.0506680766480709,5.230741002626909,ACH-001993,PR-YJY61F,oui
ACH-001997,0.0330173650032104,4.05484847699562,ACH-001997,PR-QQ2HV2,oui
ACH-001999,0.0820098523704156,1.978195629681652,ACH-001999,PR-FUJCBY,oui
ACH-002001,0.4847256736989288,3.726831217032493,ACH-002001,PR-JIUFD2,oui
ACH-002001,0.4847256736989288,3.726831217032493,ACH-002001,PR-WHVVGL,oui
ACH-002002,0.5480608805899616,3.4195388915137843,ACH-002002,PR-BQHOCB,oui
ACH-002002,0.5480608805899616,3.4195388915137843,ACH-002002,PR-HCLMO0,oui
ACH-002003,0.6604523635477192,3.250961573533219,ACH-002003,PR-D2UH9W,oui
ACH-002003,0.6604523635477192,3.250961573533219,ACH-002003,PR-Q546SG,oui
ACH-002004,1.8298623367225548,1.6825732973475784,ACH-002004,PR-HVLDOR,oui
ACH-002004,1.8298623367225548,1.6825732973475784,ACH-002004,PR-RBR1AC,oui
ACH-002005,0.3580209650911913,4.093391153253013,ACH-002005,PR-M8QILE,oui
ACH-002005,0.3580209650911913,4.093391153253013,ACH-002005,PR-RETQRG,oui
ACH-002015,1.3075330271095047,2.771885578515366,ACH-002015,PR-0WKCVS,non
ACH-002015,1.3075330271095047,2.771885578515366,ACH-002015,PR-P6CGNJ,oui
ACH-002016,1.8196832245230736,3.5897634869849773,ACH-002016,PR-BWKMSQ,non
ACH-002016,1.8196832245230736,3.5897634869849773,ACH-002016,PR-GOGH6X,non
ACH-002017,1.3664763026254858,3.8609627978581167,ACH-002017,PR-DNUHXL,oui
ACH-002017,1.3664763026254858,3.8609627978581167,ACH-002017,PR-MSUNNO,oui
ACH-002018,0.8622516416746662,4.714245517666122,ACH-002018,PR-UN6QIJ,oui
ACH-002019,0.2023746571639234,4.303050084681673,ACH-002019,PR-OMDY4S,non
ACH-002019,0.2023746571639234,4.303050084681673,ACH-002019,PR-P0FCRJ,non
ACH-002021,0.4655065110446375,4.8594726668519375,ACH-002021,PR-CEQZPN,oui
ACH-002021,0.4655065110446375,4.8594726668519375,ACH-002021,PR-WMFTQZ,oui
